,product_id,quantity
33785,49174,41
33755,49086,41
33797,48707,41
33754,48485,41
33807,48193,41
33806,47631,41
33794,47629,41
33832,47050,41
33757,46724,41
33831,46666,41
33786,46656,41
33798,45793,41
33809,45073,41
33752,44911,41
33835,44557,41
33817,44319,41
33834,44129,41
33789,43814,41
33795,43635,41
33778,43252,41
33813,43005,41
33742,42513,41
33762,42333,41
33822,41637,41
33815,41483,41
33775,41117,41
33738,40941,41
33751,40898,41
33767,40363,41
33816,39804,41
33745,38664,41
33760,38426,41
33776,38281,41
33768,37036,41
33763,36533,41
33740,36106,41
33780,34325,41
33811,33782,41
33748,33722,41
33805,33706,41
33804,32951,41
33753,32931,41
33788,32833,41
33747,32109,41
33796,27715,41
33827,27570,41
33790,27277,41
33828,26576,41
33799,26318,41
33781,25821,41
33829,25569,41
33783,25476,41
33756,25020,41
33793,24658,41
33769,23565,41
33782,23427,41
33761,22893,41
33764,22053,41
33741,21436,41
33826,20591,41
33810,20081,41
33823,19495,41
33819,19443,41
33830,18498,41
33777,18127,41
33774,17279,41
33814,15785,41
33821,13806,41
33759,13497,41
33812,13310,41
33770,13070,41
33779,12252,41
33791,11580,41
33836,11534,41
33772,11185,41
33765,10314,41
33803,9762,41
33771,9159,41
33749,9133,41
33800,9088,41
33808,8730,41
33746,7992,41
33802,7978,41
33818,7538,41
33825,7414,41
33801,6789,41
33739,6236,41
33743,6213,41
33824,5085,41
33792,5069,41
33787,3561,41
33744,3526,41
33758,3407,41
33766,2495,41
33820,2429,41
33773,2132,41
33833,2054,41
33750,1818,41
33784,648,41
33681,49608,40
33665,45970,40
33726,45865,40
33663,44624,40
33698,44486,40
33733,42735,40
33696,42533,40
33727,41642,40
33725,41372,40
33666,40683,40
33710,40659,40
33668,40397,40
33707,40141,40
33664,39964,40
33720,39375,40
33647,39299,40
33705,39134,40
33690,38809,40
33676,38416,40
33669,37148,40
33675,36737,40
33717,35210,40
33662,35070,40
33691,34886,40
33723,34220,40
33711,33953,40
33654,33216,40
33651,32557,40
33670,31020,40
33693,30420,40
33679,29794,40
33716,29695,40
33714,29327,40
33713,28906,40
33688,28800,40
33721,28698,40
33692,28632,40
33724,28521,40
33706,27415,40
33677,27284,40
33731,26937,40
33652,26863,40
33709,26475,40
33660,26412,40
33648,24532,40
33703,24267,40
33674,24156,40
33685,23836,40
33734,23819,40
33718,23304,40
33730,22598,40
33695,22369,40
33729,21582,40
33728,20916,40
33657,19805,40
33656,19674,40
33643,18740,40
33699,17621,40
33704,16997,40
33672,16456,40
33732,15472,40
33645,15182,40
33702,14890,40
33683,14439,40
33712,13790,40
33650,13339,40
33722,12542,40
33644,12086,40
33646,11888,40
33735,11610,40
33653,11344,40
33701,11331,40
33708,11210,40
33649,10403,40
33673,9807,40
33715,9796,40
33667,9703,40
33684,9644,40
33658,9009,40
33697,8727,40
33678,7260,40
33694,6878,40
33680,6245,40
33659,6195,40
33736,6131,40
33687,5727,40
33671,5552,40
33700,4557,40
33719,2604,40
33655,2010,40
33737,1578,40
33682,1365,40
33689,1057,40
33686,455,40
33661,347,40
33554,49260,39
33568,49083,39
33553,48310,39
33541,47867,39
33576,47800,39
33631,47154,39
33587,47011,39
33599,46688,39
33543,46475,39
33626,46321,39
33590,45762,39
33575,45723,39
33571,45692,39
33624,45619,39
33615,45152,39
33620,44781,39
33636,44635,39
33555,44419,39
33579,42791,39
33563,42145,39
33632,41212,39
33596,40598,39
33547,40581,39
33561,40501,39
33611,40427,39
33627,40171,39
33559,39958,39
33560,39953,39
33536,39621,39
33625,39002,39
33638,38539,39
33581,38015,39
33642,37509,39
33592,36953,39
33617,36675,39
33566,36361,39
33549,36034,39
33544,35988,39
33614,35976,39
33542,34887,39
33613,33301,39
33588,33214,39
33612,32768,39
33637,30820,39
33623,30659,39
33565,29874,39
33608,29589,39
33583,29274,39
33594,28560,39
33635,28286,39
33535,27778,39
33537,27627,39
33616,26301,39
33629,26021,39
33597,25740,39
33582,25551,39
33607,24521,39
33562,24118,39
33556,23985,39
33628,23334,39
33595,21303,39
33589,19178,39
33564,19025,39
33540,18998,39
33633,18889,39
33538,18411,39
33586,18140,39
33573,18090,39
33640,18072,39
33550,17650,39
33634,16970,39
33558,15905,39
33605,15579,39
33570,12683,39
33551,12630,39
33567,12592,39
33574,12323,39
33557,12285,39
33622,11513,39
33630,11262,39
33609,11190,39
33610,11129,39
33545,11069,39
33580,10490,39
33548,10371,39
33601,10341,39
33641,10227,39
33602,9906,39
33539,8584,39
33619,8103,39
33639,5130,39
33606,4971,39
33585,4753,39
33534,4544,39
33577,3793,39
33578,3494,39
33621,3285,39
33618,3179,39
33552,3172,39
33603,3060,39
33584,2588,39
33572,2234,39
33598,2187,39
33591,1688,39
33604,1599,39
33546,1546,39
33593,1543,39
33600,1199,39
33569,723,39
33478,48647,38
33530,48491,38
33479,48239,38
33421,48229,38
33475,48182,38
33531,48140,38
33466,47943,38
33465,47553,38
33432,47532,38
33425,47337,38
33480,46779,38
33458,46642,38
33521,44698,38
33422,43954,38
33522,43904,38
33451,43463,38
33469,43460,38
33493,42900,38
33494,42613,38
33505,42483,38
33429,42002,38
33520,41751,38
33443,41302,38
33463,40031,38
33430,39321,38
33497,39071,38
33424,38834,38
33428,38751,38
33437,38694,38
33418,38267,38
33516,38050,38
33454,37867,38
33491,37609,38
33450,36438,38
33496,35997,38
33482,35672,38
33525,35518,38
33462,35470,38
33485,35365,38
33513,35079,38
33477,35053,38
33502,32912,38
33456,32019,38
33515,31872,38
33441,31623,38
33527,31076,38
33472,30744,38
33474,30571,38
33507,29996,38
33434,29642,38
33444,29094,38
33483,28976,38
33449,28431,38
33498,27286,38
33426,26701,38
33436,26679,38
33532,26477,38
33439,25464,38
33423,24884,38
33490,24643,38
33486,24242,38
33508,23760,38
33492,23549,38
33476,23263,38
33523,22469,38
33442,21512,38
33446,21367,38
33453,20171,38
33433,19634,38
33500,19134,38
33506,19080,38
33526,18828,38
33529,18641,38
33488,18340,38
33461,18292,38
33519,17559,38
33464,17360,38
33459,16897,38
33438,16830,38
33511,16818,38
33457,16425,38
33447,16414,38
33419,13776,38
33420,13641,38
33504,12581,38
33501,12455,38
33440,11187,38
33517,11152,38
33510,10902,38
33533,10890,38
33499,10558,38
33473,9804,38
33495,9340,38
33427,8667,38
33470,8465,38
33448,8136,38
33528,8104,38
33460,7881,38
33435,6510,38
33445,6422,38
33489,5732,38
33524,5073,38
33509,4001,38
33512,3913,38
33518,3855,38
33455,3295,38
33467,3177,38
33503,3081,38
33431,2470,38
33481,2135,38
33468,2130,38
33484,1938,38
33471,1783,38
33452,1241,38
33514,852,38
33487,743,38
33302,48454,37
33390,48383,37
33375,48270,37
33350,47946,37
33335,46913,37
33366,46677,37
33325,46593,37
33404,46257,37
33306,46139,37
33357,45787,37
33322,45446,37
33381,45081,37
33369,44867,37
33301,44811,37
33358,44414,37
33305,43903,37
33414,42403,37
33364,42384,37
33326,41135,37
33361,41010,37
33314,40674,37
33337,40350,37
33297,39550,37
33338,39477,37
33332,39431,37
33355,38714,37
33313,38127,37
33371,38049,37
33352,37876,37
33382,35613,37
33380,35347,37
33413,34974,37
33378,34284,37
33356,34127,37
33387,34040,37
33416,33626,37
33328,33106,37
33351,33089,37
33359,33015,37
33354,31973,37
33401,31860,37
33385,31264,37
33360,30909,37
33329,30664,37
33410,30339,37
33348,30338,37
33409,29798,37
33341,29689,37
33407,29623,37
33300,29015,37
33398,28437,37
33307,27817,37
33392,27189,37
33299,26759,37
33298,26453,37
33320,26372,37
33333,26184,37
33316,26094,37
33296,25570,37
33374,24507,37
33397,24497,37
33353,23957,37
33321,23815,37
33386,23495,37
33346,23457,37
33345,22832,37
33396,22120,37
33411,21574,37
33384,21508,37
33399,21249,37
33400,21246,37
33389,21067,37
33343,20704,37
33417,20175,37
33310,19503,37
33344,19220,37
33373,18414,37
33365,18175,37
33402,17155,37
33405,17154,37
33393,16855,37
33334,16772,37
33347,16641,37
33370,14761,37
33319,14673,37
33363,14163,37
33304,14077,37
33406,13924,37
33311,13196,37
33379,13045,37
33331,11798,37
33317,11714,37
33403,11689,37
33395,11516,37
33377,11215,37
33323,10826,37
33376,10166,37
33327,10125,37
33318,10084,37
33349,9618,37
33372,9171,37
33408,8834,37
33303,8274,37
33340,8169,37
33391,7379,37
33324,7299,37
33394,6852,37
33308,6664,37
33330,5808,37
33412,5707,37
33367,5670,37
33309,5358,37
33368,4983,37
33312,4445,37
33388,3219,37
33315,3192,37
33342,2960,37
33415,2713,37
33362,1467,37
33336,884,37
33383,768,37
33339,37,37
33208,49227,36
33222,49156,36
33183,49114,36
33263,48278,36
33210,48079,36
33179,47719,36
33266,47573,36
33295,46363,36
33279,46331,36
33217,45674,36
33277,45393,36
33227,45279,36
33292,45258,36
33255,44883,36
33230,44342,36
33267,43999,36
33187,43720,36
33202,42063,36
33283,41743,36
33201,41539,36
33271,40345,36
33191,38978,36
33206,38967,36
33213,38567,36
33274,37840,36
33205,37691,36
33248,36968,36
33259,36687,36
33252,36332,36
33175,35420,36
33272,34968,36
33215,34942,36
33221,34678,36
33178,34379,36
33241,33735,36
33276,33471,36
33174,33373,36
33294,32792,36
33196,32782,36
33180,32442,36
33260,32059,36
33249,30618,36
33198,29778,36
33176,29442,36
33275,29193,36
33226,29045,36
33211,28879,36
33270,28412,36
33269,28326,36
33280,28322,36
33203,27949,36
33225,27418,36
33192,27370,36
33291,26119,36
33195,26055,36
33287,26010,36
33204,25836,36
33288,25504,36
33190,23643,36
33293,23407,36
33182,23271,36
33240,22795,36
33194,22759,36
33209,22720,36
33247,22534,36
33220,22526,36
33281,21766,36
33186,20344,36
33177,20259,36
33239,19966,36
33273,19736,36
33232,19548,36
33262,19451,36
33246,18813,36
33223,18025,36
33218,17731,36
33284,17691,36
33245,17159,36
33242,17119,36
33278,16747,36
33207,15532,36
33214,15464,36
33289,14582,36
33224,14505,36
33193,14337,36
33185,14199,36
33257,13774,36
33234,13029,36
33197,12847,36
33250,12569,36
33265,12513,36
33254,11974,36
33189,11758,36
33237,11538,36
33188,11456,36
33233,11432,36
33258,11323,36
33235,10549,36
33199,10514,36
33238,10411,36
33261,9739,36
33219,9584,36
33181,9216,36
33251,9130,36
33216,8523,36
33253,8260,36
33231,7912,36
33290,5184,36
33256,5181,36
33264,4847,36
33228,4639,36
33243,4541,36
33236,3262,36
33229,3169,36
33286,3090,36
33212,2668,36
33184,2592,36
33244,2513,36
33282,2108,36
33200,2079,36
33285,2019,36
33268,1387,36
33110,49032,35
33153,48927,35
33074,47231,35
33116,47225,35
33118,46868,35
33126,46749,35
33094,46227,35
33055,46184,35
33146,45977,35
33108,45500,35
33152,44703,35
33162,43740,35
33071,43378,35
33073,43255,35
33056,42469,35
33140,42234,35
33105,42105,35
33166,41715,35
33061,41662,35
33059,41377,35
33103,40648,35
33086,40574,35
33096,40556,35
33137,39966,35
33157,39327,35
33072,38896,35
33130,38802,35
33111,38789,35
33133,38440,35
33129,37564,35
33119,36926,35
33062,35286,35
33151,34720,35
33060,33816,35
33100,33747,35
33098,33503,35
33156,33368,35
33068,33343,35
33155,33021,35
33058,32398,35
33080,32285,35
33078,32224,35
33101,31578,35
33165,30630,35
33089,30511,35
33154,30327,35
33114,30291,35
33135,30062,35
33144,29974,35
33173,29460,35
33067,28436,35
33127,28379,35
33112,27864,35
33161,27772,35
33079,27757,35
33085,27362,35
33164,26540,35
33122,26248,35
33054,25885,35
33172,25877,35
33136,25869,35
33107,25814,35
33148,25013,35
33066,24706,35
33158,24279,35
33081,23938,35
33139,23740,35
33124,23430,35
33125,23338,35
33095,22829,35
33057,21170,35
33123,20973,35
33163,20915,35
33134,20887,35
33093,20622,35
33077,19934,35
33128,19585,35
33102,18629,35
33145,18285,35
33088,18242,35
33083,18091,35
33142,17859,35
33076,17328,35
33167,17318,35
33121,16869,35
33099,16744,35
33115,16396,35
33150,16139,35
33106,15869,35
33097,14131,35
33091,14112,35
33117,13949,35
33084,12905,35
33168,12791,35
33141,12544,35
33143,12500,35
33170,12471,35
33131,11988,35
33070,11067,35
33104,10885,35
33171,10807,35
33064,10402,35
33090,8229,35
33159,7285,35
33082,7150,35
33063,6902,35
33075,6721,35
33087,6142,35
33138,5962,35
33069,5878,35
33109,5266,35
33169,5112,35
33113,4933,35
33132,4663,35
33149,4390,35
33147,3977,35
33160,3967,35
33092,2144,35
33120,1883,35
33065,123,35
33018,49543,34
32981,49232,34
32971,47248,34
32940,47193,34
32967,46393,34
32979,46325,34
33046,46188,34
33011,45309,34
32964,45229,34
32991,45097,34
33010,44970,34
32957,44848,34
32946,44761,34
32983,44568,34
32968,44501,34
32963,44349,34
33020,44144,34
33033,43523,34
33001,43258,34
33048,42817,34
32928,41271,34
33038,40759,34
32947,40711,34
32935,40660,34
33044,40232,34
32961,39850,34
32965,39726,34
33000,39643,34
32949,39236,34
32987,39107,34
33019,38455,34
32985,37959,34
33029,37866,34
32926,37576,34
32994,37478,34
33016,37201,34
32933,37132,34
32929,37047,34
33052,36885,34
32948,36809,34
32950,36763,34
32995,36696,34
32999,36039,34
32945,35940,34
33015,35727,34
33025,35376,34
32927,35267,34
33051,34492,34
33007,34276,34
33030,34208,34
32942,34065,34
32973,32982,34
32984,32712,34
32934,32016,34
33053,31670,34
33005,31315,34
32952,31287,34
33032,31236,34
32988,30574,34
32951,30106,34
32966,30082,34
32941,29622,34
32974,29577,34
32931,29265,34
32980,29251,34
32956,28020,34
32944,27522,34
32954,27172,34
32930,25154,34
32970,24713,34
32992,24699,34
33031,24616,34
33028,23840,34
33035,23079,34
32932,22989,34
32993,22947,34
33017,22943,34
32958,22933,34
32977,22900,34
33037,22617,34
33023,22524,34
33042,21449,34
32937,21294,34
32975,20976,34
33003,20699,34
33008,20316,34
33034,20309,34
33022,20250,34
33049,20197,34
32960,19078,34
32969,18020,34
33043,17979,34
33013,17920,34
32953,17900,34
33002,17338,34
32943,16726,34
33026,16703,34
32978,15924,34
32998,15802,34
32982,15528,34
32938,15017,34
33047,14904,34
33014,14898,34
32989,14312,34
33024,14295,34
32986,13848,34
33004,13828,34
32990,13782,34
33036,13768,34
32936,12859,34
32955,11760,34
32996,9486,34
33045,8993,34
32972,8478,34
33039,7411,34
33009,6927,34
32976,3822,34
33012,3522,34
32997,3143,34
32959,2661,34
33040,2568,34
33050,2339,34
33027,1376,34
33021,1335,34
33041,760,34
33006,712,34
32962,695,34
32939,673,34
32860,49505,33
32880,49328,33
32854,49296,33
32793,48898,33
32770,48747,33
32799,48297,33
32805,48131,33
32795,48093,33
32908,47111,33
32887,47049,33
32794,46586,33
32842,46388,33
32819,46279,33
32925,46145,33
32800,45607,33
32811,45185,33
32867,44641,33
32761,44609,33
32914,43673,33
32872,43445,33
32881,42421,33
32896,41349,33
32863,41325,33
32814,41223,33
32766,41066,33
32803,40763,33
32917,40623,33
32849,40470,33
32789,40403,33
32769,40388,33
32899,40299,33
32780,39696,33
32902,39636,33
32834,39628,33
32787,39612,33
32919,39142,33
32786,38247,33
32764,37999,33
32781,37807,33
32776,37630,33
32763,36333,33
32877,36178,33
32893,35918,33
32838,35689,33
32831,35483,33
32905,35289,33
32909,35242,33
32876,35193,33
32806,34605,33
32829,34459,33
32792,34362,33
32912,34339,33
32798,34295,33
32758,33326,33
32828,33178,33
32895,33153,33
32859,32263,33
32765,31373,33
32767,31003,33
32922,30806,33
32852,30721,33
32866,30148,33
32855,29934,33
32845,29867,33
32878,29312,33
32833,29158,33
32886,27933,33
32901,27229,33
32778,26932,33
32915,26300,33
32920,26002,33
32848,25802,33
32889,25195,33
32791,25089,33
32797,24649,33
32858,24333,33
32836,23800,33
32813,23580,33
32869,23323,33
32785,22491,33
32827,22447,33
32884,22343,33
32777,22015,33
32903,21846,33
32857,21469,33
32906,21153,33
32773,20840,33
32810,20802,33
32839,20314,33
32888,20281,33
32910,20247,33
32864,19849,33
32815,19760,33
32768,19421,33
32890,18157,33
32782,17898,33
32807,17766,33
32840,17757,33
32897,17689,33
32841,17459,33
32783,17299,33
32812,16221,33
32822,16220,33
32871,16137,33
32817,16108,33
32913,16042,33
32900,15707,33
32916,15591,33
32885,15078,33
32861,14863,33
32826,14471,33
32779,14466,33
32846,13945,33
32801,13805,33
32904,13540,33
32825,13481,33
32843,13475,33
32924,13079,33
32894,12939,33
32851,12741,33
32870,12162,33
32824,11845,33
32873,11367,33
32856,11201,33
32875,11198,33
32882,10616,33
32865,10481,33
32923,9424,33
32835,8928,33
32816,8832,33
32804,8800,33
32921,8594,33
32874,8592,33
32844,8519,33
32891,8366,33
32802,8214,33
32774,8143,33
32847,8017,33
32853,7923,33
32796,6849,33
32759,6583,33
32862,6081,33
32892,5597,33
32850,5463,33
32808,5141,33
32818,5101,33
32879,4422,33
32823,4305,33
32832,3947,33
32907,3616,33
32830,3466,33
32868,3457,33
32821,3233,33
32772,3229,33
32760,2977,33
32837,2545,33
32898,2539,33
32788,2421,33
32775,2237,33
32762,2232,33
32911,1907,33
32918,1560,33
32809,1392,33
32883,990,33
32784,788,33
32771,714,33
32820,222,33
32790,186,33
32591,49269,32
32594,49120,32
32740,49005,32
32618,48732,32
32714,48672,32
32745,48524,32
32637,48520,32
32670,48283,32
32672,48174,32
32620,47919,32
32681,47772,32
32626,47585,32
32723,47577,32
32715,47099,32
32750,46993,32
32749,46470,32
32598,46252,32
32719,46131,32
32710,46022,32
32717,45635,32
32675,45511,32
32700,44629,32
32638,44337,32
32729,44268,32
32671,43765,32
32607,43704,32
32699,43659,32
32634,43026,32
32623,42535,32
32718,42221,32
32697,41195,32
32605,41063,32
32746,40627,32
32661,40519,32
32615,39646,32
32727,39605,32
32603,39509,32
32612,39397,32
32686,39363,32
32734,39282,32
32720,38620,32
32721,38340,32
32625,37728,32
32635,37265,32
32703,37113,32
32709,35767,32
32694,35702,32
32656,35665,32
32631,35551,32
32645,35018,32
32619,34867,32
32633,34578,32
32599,34494,32
32742,34394,32
32683,34269,32
32617,34213,32
32728,34061,32
32673,34055,32
32744,33394,32
32667,33320,32
32736,33104,32
32677,33056,32
32641,32666,32
32739,31954,32
32748,31945,32
32732,31932,32
32600,31235,32
32606,31173,32
32730,31154,32
32601,31086,32
32691,31036,32
32622,30989,32
32726,30814,32
32668,30532,32
32701,30278,32
32663,29681,32
32752,29671,32
32754,29252,32
32712,28699,32
32651,28242,32
32684,28100,32
32660,27133,32
32646,26571,32
32664,26246,32
32751,26115,32
32747,25438,32
32590,25362,32
32738,25283,32
32757,25122,32
32687,24747,32
32669,24629,32
32707,24516,32
32733,24294,32
32724,23782,32
32621,23417,32
32614,22899,32
32592,22658,32
32662,22537,32
32629,22081,32
32628,21280,32
32676,21241,32
32713,20914,32
32595,20384,32
32692,20152,32
32725,19600,32
32644,19459,32
32611,19248,32
32695,18897,32
32610,17791,32
32627,16753,32
32608,16752,32
32647,16748,32
32650,16732,32
32636,16575,32
32735,16303,32
32722,16237,32
32657,16215,32
32649,15981,32
32685,15485,32
32711,15202,32
32705,14446,32
32698,13649,32
32640,13170,32
32756,12993,32
32716,12891,32
32642,12813,32
32753,12562,32
32731,12467,32
32630,11930,32
32624,11100,32
32639,11091,32
32743,10605,32
32666,10476,32
32678,10180,32
32682,10111,32
32652,9786,32
32653,9687,32
32593,9634,32
32602,9383,32
32737,9364,32
32693,9162,32
32674,8088,32
32658,8056,32
32679,8030,32
32755,7999,32
32689,7563,32
32613,7483,32
32604,6375,32
32643,6252,32
32609,6135,32
32659,5917,32
32702,5859,32
32708,5616,32
32654,5589,32
32704,5127,32
32596,4756,32
32690,4687,32
32741,4174,32
32648,4071,32
32680,3782,32
32616,3459,32
32597,3188,32
32632,2677,32
32706,2383,32
32655,1379,32
32696,1366,32
32688,778,32
32665,28,32
32471,49622,31
32548,49508,31
32490,49474,31
32571,48464,31
32512,47790,31
32509,47763,31
32570,47755,31
32559,47518,31
32486,47463,31
32519,47253,31
32520,47107,31
32567,47086,31
32488,46782,31
32494,46699,31
32535,46674,31
32507,46672,31
32537,45870,31
32449,45860,31
32574,45650,31
32555,45371,31
32498,45084,31
32572,44704,31
32464,44366,31
32465,44103,31
32448,44048,31
32487,44027,31
32493,43392,31
32578,43343,31
32444,43320,31
32554,43227,31
32462,42756,31
32446,42258,31
32456,42174,31
32544,40156,31
32515,39889,31
32558,39425,31
32575,39250,31
32516,38995,31
32530,38635,31
32561,38483,31
32508,38222,31
32506,38182,31
32435,37931,31
32473,37890,31
32553,37594,31
32583,36939,31
32450,36856,31
32430,35424,31
32527,35406,31
32492,34169,31
32474,34163,31
32504,33176,31
32526,32492,31
32478,30921,31
32454,30901,31
32484,30219,31
32457,29698,31
32587,29664,31
32433,29657,31
32546,29397,31
32510,29284,31
32499,28983,31
32445,28756,31
32461,28038,31
32579,27992,31
32568,27514,31
32431,27304,31
32485,27022,31
32500,26520,31
32534,26509,31
32552,26504,31
32540,26419,31
32475,25598,31
32517,25471,31
32483,25194,31
32528,25152,31
32523,24362,31
32452,24361,31
32547,24058,31
32525,23729,31
32503,23623,31
32549,23088,31
32513,22760,31
32511,22340,31
32495,22256,31
32566,22166,31
32524,21694,31
32460,21269,31
32586,21037,31
32451,21026,31
32480,21022,31
32428,20930,31
32501,20877,31
32436,20676,31
32538,20404,31
32441,20076,31
32539,20052,31
32429,19398,31
32565,19340,31
32582,19209,31
32467,19115,31
32545,19101,31
32533,18699,31
32470,17982,31
32479,17490,31
32542,17426,31
32564,17389,31
32469,16981,31
32551,16668,31
32440,16541,31
32468,16241,31
32438,16044,31
32573,15602,31
32522,15091,31
32514,14652,31
32532,14643,31
32497,14636,31
32472,14221,31
32458,14001,31
32477,13216,31
32447,12283,31
32476,12191,31
32459,11959,31
32502,11556,31
32588,11477,31
32556,10992,31
32491,10984,31
32496,10765,31
32562,10234,31
32432,10129,31
32584,9852,31
32455,9583,31
32482,9480,31
32563,9080,31
32437,8959,31
32439,8767,31
32521,8680,31
32529,7567,31
32518,7247,31
32505,6747,31
32443,5545,31
32576,4264,31
32453,4146,31
32585,4102,31
32466,3992,31
32569,3959,31
32541,3917,31
32543,3844,31
32489,3381,31
32581,3066,31
32577,2872,31
32560,2772,31
32550,2722,31
32580,2488,31
32536,1643,31
32557,1633,31
32481,1446,31
32434,1406,31
32531,1154,31
32442,1073,31
32589,1035,31
32463,94,31
32353,49185,30
32308,48222,30
32358,48219,30
32293,48203,30
32340,48112,30
32343,47884,30
32321,47830,30
32349,47674,30
32347,47504,30
32288,47324,30
32327,47216,30
32305,47197,30
32286,47006,30
32359,46949,30
32263,46799,30
32386,46686,30
32328,46439,30
32367,46284,30
32300,45896,30
32407,45345,30
32253,45083,30
32297,44989,30
32303,44919,30
32312,44717,30
32425,44262,30
32251,44187,30
32403,44035,30
32422,43018,30
32269,42526,30
32375,41605,30
32412,41301,30
32376,40945,30
32356,40868,30
32304,40817,30
32255,40255,30
32374,40196,30
32329,40168,30
32315,40021,30
32369,39975,30
32404,39950,30
32250,39614,30
32373,39168,30
32361,38991,30
32354,38683,30
32360,37982,30
32291,37980,30
32339,37528,30
32284,37086,30
32279,36624,30
32275,36313,30
32387,35578,30
32306,35343,30
32352,35171,30
32274,35165,30
32380,34946,30
32302,34931,30
32282,34823,30
32268,34308,30
32254,34221,30
32260,33668,30
32414,33463,30
32258,33219,30
32336,33109,30
32320,32888,30
32398,32330,30
32350,31853,30
32310,31474,30
32409,30778,30
32270,30751,30
32307,30422,30
32261,30066,30
32277,29722,30
32384,29499,30
32370,29285,30
32322,29061,30
32357,28342,30
32382,28137,30
32335,28127,30
32411,27237,30
32346,26894,30
32313,26633,30
32424,26083,30
32417,25387,30
32325,24946,30
32408,24059,30
32272,23910,30
32416,23592,30
32394,23517,30
32319,23470,30
32314,23099,30
32298,23067,30
32368,22809,30
32426,22472,30
32299,22463,30
32257,22454,30
32331,22123,30
32345,21117,30
32292,20469,30
32276,20379,30
32389,20298,30
32421,20269,30
32371,20217,30
32364,19915,30
32259,19638,30
32287,19384,30
32406,19250,30
32402,18037,30
32317,17944,30
32289,17804,30
32342,17601,30
32379,17596,30
32410,17449,30
32338,17151,30
32266,16478,30
32401,15526,30
32392,14833,30
32262,14408,30
32391,14320,30
32383,14287,30
32390,14150,30
32395,13637,30
32294,13524,30
32265,13018,30
32405,12238,30
32419,11741,30
32316,11462,30
32355,11107,30
32365,11081,30
32326,10995,30
32283,10970,30
32333,10793,30
32252,10499,30
32423,10407,30
32309,10241,30
32256,10117,30
32301,10096,30
32420,9894,30
32323,8835,30
32318,8570,30
32273,8380,30
32267,8242,30
32264,7936,30
32362,7893,30
32413,7393,30
32324,7364,30
32296,7304,30
32427,6366,30
32377,6111,30
32334,6016,30
32332,5902,30
32372,5737,30
32311,5677,30
32378,5360,30
32363,5334,30
32396,4921,30
32388,4589,30
32385,4533,30
32278,4516,30
32418,4391,30
32280,4363,30
32381,4034,30
32295,3801,30
32366,3585,30
32281,3207,30
32337,2694,30
32249,2562,30
32351,2360,30
32341,2321,30
32415,2225,30
32397,1830,30
32271,1639,30
32400,1458,30
32348,1393,30
32399,1368,30
32290,1235,30
32285,889,30
32393,722,30
32344,703,30
32330,457,30
